source_row_id_or_node_id,original_name,normalized_name,current_bucket,recommended_bucket,status,why_current_is_wrong,why_fix_is_right,rationale,slide_basis,context_note,recommended_action
search,Search,search,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
authorized-seller-filter,Authorized Seller Filter,authorized seller filter,platform_trust,seller_trust,ambiguous,"Classified as platform_trust. The filter surfaces brand-authorized sellers  the underlying trust signal is seller-level (brand authorization is a seller-account attribute). However, the filter itself is a platform search feature.","Slide 20 shows ""Brand Auth. Seller"" under Seller Trust. A filter that surfaces seller trust signals draws its classification from the underlying signal it exposes. Brand authorization is an account-level seller designation.","Surfaces seller-level brand authorization status. Primary object is the seller account. Slide 4, 20.","4, 20","Ambiguous: the feature is a platform search tool, but the signal it exposes is seller_trust. Recommend move to seller_trust since the classification should follow the trust object, not the UI element.",move
browse,Browse,browse,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
discovery,Discovery,discovery,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
bold,Bold,bold,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
shake-to-search,Shake to Search,shake to search,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
bold-title,Bold Title,bold title,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
ebay-shopbot,eBay ShopBot,shopbot,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
ebay-playbook,eBay Playbook,playbook,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
store-newsletters,Store Newsletters,store newsletters,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
store-newsletters-multi-market,Store Newsletters,store newsletters,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
ebay-academy,eBay Academy,academy,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
ebay-academy-multi-market,eBay Academy,academy,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
api-sandbox,API Sandbox,api sandbox,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
ebay-for-change,eBay for Change,for change,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
proseller-growth-program,ProSeller Growth Program,proseller growth program,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
techstars-future-of-ecommerce,Techstars Future of Ecommerce powered by eBay,techstars future of ecommerce powered by ebay,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
ebay-ambassador-program,eBay Ambassador Program,ambassador program,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
